gs,gene,symbol,entrez_gene,description
PEP,ENSMUSG00000095821,Tcstv3,236219,"2-cell-stage, variable group, member 3 [Source:MGI Symbol;Acc:MGI:2675349]"
PEP,ENSMUSG00000095837,Vmn1r246,100042976,vomeronasal 1 receptor 246 [Source:MGI Symbol;Acc:MGI:3782317]
PEP,ENSMUSG00000095852,Gm10256,100042874,predicted gene 10256 [Source:MGI Symbol;Acc:MGI:3710530]
PEP,ENSMUSG00000095867,Gm20917,100042428,"predicted gene, 20917 [Source:MGI Symbol;Acc:MGI:5434273]"
PEP,ENSMUSG00000095870,Lce1k,631101,late cornified envelope 1K [Source:MGI Symbol;Acc:MGI:3702534]
PEP,ENSMUSG00000095872,Gm15128,434863,predicted gene 15128 [Source:MGI Symbol;Acc:MGI:3712219]
PEP,ENSMUSG00000095886,Esp38,100126775,exocrine gland secreted peptide 38 [Source:MGI Symbol;Acc:MGI:5439397]
PEP,ENSMUSG00000095887,Gm10096,100039377,predicted gene 10096 [Source:MGI Symbol;Acc:MGI:3710636]
PEP,ENSMUSG00000095893,Olfr884,257996,olfactory receptor 884 [Source:MGI Symbol;Acc:MGI:3030718]
PEP,ENSMUSG00000095896,Ifna14,404549,interferon alpha 14 [Source:MGI Symbol;Acc:MGI:3641425]
PEP,ENSMUSG00000095900,Gm20773,665301,"predicted gene, 20773 [Source:MGI Symbol;Acc:MGI:5434129]"
PEP,ENSMUSG00000095912,Gm3317,666329,predicted gene 3317 [Source:MGI Symbol;Acc:MGI:3781495]
PEP,ENSMUSG00000095914,Vmn2r48,625580,"vomeronasal 2, receptor 48 [Source:MGI Symbol;Acc:MGI:3647749]"
PEP,ENSMUSG00000095916,Vmn1r191,632534,vomeronasal 1 receptor 191 [Source:MGI Symbol;Acc:MGI:2182258]
PEP,ENSMUSG00000095917,Olfr740,258661,olfactory receptor 740 [Source:MGI Symbol;Acc:MGI:3030574]
PEP,ENSMUSG00000095931,Vmn1r159,670857,vomeronasal 1 receptor 159 [Source:MGI Symbol;Acc:MGI:3642763]
PEP,ENSMUSG00000095932,Vmn1r49,24112,"vomeronasal 1, receptor 49 [Source:MGI Symbol;Acc:MGI:1344384]"
PEP,ENSMUSG00000095934,Btbd35f13,100040722,"BTB domain containing 35, family member 13 [Source:MGI Symbol;Acc:MGI:3781105]"
PEP,ENSMUSG00000095935,Gm11238,100502896,predicted gene 11238 [Source:MGI Symbol;Acc:MGI:3702316]
PEP,ENSMUSG00000095948,Gm21708,100862398,"predicted gene, 21708 [Source:MGI Symbol;Acc:MGI:5435063]"
PEP,ENSMUSG00000095962,Vmn1r137,100043614,vomeronasal 1 receptor 137 [Source:MGI Symbol;Acc:MGI:3782735]
PEP,ENSMUSG00000095970,Gm19402,100502831,"predicted gene, 19402 [Source:MGI Symbol;Acc:MGI:5011587]"
PEP,ENSMUSG00000095971,Gm26436,115486246,"predicted gene, 26436 [Source:MGI Symbol;Acc:MGI:5456213]"
PEP,ENSMUSG00000095973,Vmn1r116,667268,vomeronasal 1 receptor 116 [Source:MGI Symbol;Acc:MGI:3648873]
PEP,ENSMUSG00000095975,Cphx1,105594,cytoplasmic polyadenylated homeobox 1 [Source:MGI Symbol;Acc:MGI:2145733]
PEP,ENSMUSG00000095976,Gm5891,545929,predicted gene 5891 [Source:MGI Symbol;Acc:MGI:3649014]
PEP,ENSMUSG00000095979,Gm21209,108168515,"predicted gene, 21209 [Source:MGI Symbol;Acc:MGI:5434564]"
PEP,ENSMUSG00000095984,Vmn1r256,100043061,vomeronasal 1 receptor 256 [Source:MGI Symbol;Acc:MGI:3782378]
PEP,ENSMUSG00000095992,Krtap22-2,68740,keratin associated protein 22-2 [Source:MGI Symbol;Acc:MGI:1915990]
PEP,ENSMUSG00000095996,Gm16513,100041253,"predicted gene, Gm16513 [Source:MGI Symbol;Acc:MGI:2141041]"
PEP,ENSMUSG00000096000,Olfr773,257664,olfactory receptor 773 [Source:MGI Symbol;Acc:MGI:3030607]
PEP,ENSMUSG00000096001,2610528A11Rik,70045,RIKEN cDNA 2610528A11 gene [Source:MGI Symbol;Acc:MGI:1917295]
PEP,ENSMUSG00000096009,Olfr134,258829,olfactory receptor 134 [Source:MGI Symbol;Acc:MGI:2177517]
PEP,ENSMUSG00000096011,Ifna15,242517,interferon alpha 15 [Source:MGI Symbol;Acc:MGI:3649418]
PEP,ENSMUSG00000096016,Gm20937,108168524,"predicted gene, 20937 [Source:MGI Symbol;Acc:MGI:5434293]"
PEP,ENSMUSG00000096036,Gm21778,118568460,"predicted gene, 21778 [Source:MGI Symbol;Acc:MGI:5433942]"
PEP,ENSMUSG00000096044,Pramel33,100040885,PRAME like 33 [Source:MGI Symbol;Acc:MGI:3704103]
PEP,ENSMUSG00000096051,Vmn1r40,113855,vomeronasal 1 receptor 40 [Source:MGI Symbol;Acc:MGI:2148518]
PEP,ENSMUSG00000096068,Olfr486,258489,olfactory receptor 486 [Source:MGI Symbol;Acc:MGI:3030320]
PEP,ENSMUSG00000096071,Vmn1r143,667469,vomeronasal 1 receptor 143 [Source:MGI Symbol;Acc:MGI:3644289]
PEP,ENSMUSG00000096072,Mageb6b2,667988,MAGE family member B6B2 [Source:MGI Symbol;Acc:MGI:3646464]
PEP,ENSMUSG00000096073,Vmn1r166,100043088,vomeronasal 1 receptor 166 [Source:MGI Symbol;Acc:MGI:3782396]
PEP,ENSMUSG00000096097,H2al1c,100042929,H2A histone family member L1C [Source:MGI Symbol;Acc:MGI:3711280]
PEP,ENSMUSG00000096099,Vmn1r220,171271,vomeronasal 1 receptor 220 [Source:MGI Symbol;Acc:MGI:2159675]
PEP,ENSMUSG00000096122,Gm21943,434935,"predicted gene, 21943 [Source:MGI Symbol;Acc:MGI:5439394]"
PEP,ENSMUSG00000096127,Gm14625,625210,predicted gene 14625 [Source:MGI Symbol;Acc:MGI:3705849]
PEP,ENSMUSG00000096131,Gm9639,675294,predicted gene 9639 [Source:MGI Symbol;Acc:MGI:3780046]
PEP,ENSMUSG00000096135,Rps12-ps18,100038969,"ribosomal protein S12, pseudogene 18 [Source:MGI Symbol;Acc:MGI:3782928]"
PEP,ENSMUSG00000096139,Pramel50,666203,PRAME like 50 [Source:MGI Symbol;Acc:MGI:3704107]
PEP,ENSMUSG00000096152,Vmn1r240,620401,vomeronasal 1 receptor 240 [Source:MGI Symbol;Acc:MGI:3645807]
PEP,ENSMUSG00000096153,BC061195,69357,cDNA sequence BC061195 [Source:MGI Symbol;Acc:MGI:4361273]
PEP,ENSMUSG00000096154,Gm13057,100040861,predicted gene 13057 [Source:MGI Symbol;Acc:MGI:3649690]
PEP,ENSMUSG00000096164,Vmn1r93,404290,vomeronasal 1 receptor 93 [Source:MGI Symbol;Acc:MGI:3033490]
PEP,ENSMUSG00000096175,Gm21761,106029237,"predicted gene, 21761 [Source:MGI Symbol;Acc:MGI:5433925]"
PEP,ENSMUSG00000096180,Vmn2r49,625605,"vomeronasal 2, receptor 49 [Source:MGI Symbol;Acc:MGI:3757933]"
PEP,ENSMUSG00000096194,Btbd35f2,100040482,"BTB domain containing 35, family member 2 [Source:MGI Symbol;Acc:MGI:3780968]"
PEP,ENSMUSG00000096220,Olfr775,258538,olfactory receptor 775 [Source:MGI Symbol;Acc:MGI:3030609]
PEP,ENSMUSG00000096229,Olfr774,258232,olfactory receptor 774 [Source:MGI Symbol;Acc:MGI:3030608]
PEP,ENSMUSG00000096231,Gm22584,115486819,"predicted gene, 22584 [Source:MGI Symbol;Acc:MGI:5452361]"
PEP,ENSMUSG00000096254,Olfr724,258485,olfactory receptor 724 [Source:MGI Symbol;Acc:MGI:3030558]
PEP,ENSMUSG00000096265,4930467E23Rik,626415,RIKEN cDNA 4930467E23 gene [Source:MGI Symbol;Acc:MGI:1923056]
PEP,ENSMUSG00000096268,Gm20914,108168658,"predicted gene, 20914 [Source:MGI Symbol;Acc:MGI:5434270]"
PEP,ENSMUSG00000096276,Gm2042,100039087,predicted gene 2042 [Source:MGI Symbol;Acc:MGI:3800544]
PEP,ENSMUSG00000096283,Gm6176,620736,predicted gene 6176 [Source:MGI Symbol;Acc:MGI:3644439]
PEP,ENSMUSG00000096284,Tcstv1,54382,"2-cell-stage, variable group, member 1 [Source:MGI Symbol;Acc:MGI:1933437]"
PEP,ENSMUSG00000096289,Olfr1484,258288,olfactory receptor 1484 [Source:MGI Symbol;Acc:MGI:3031318]
PEP,ENSMUSG00000096294,,100042891,"vomeronasal 2, receptor 47 [Source:NCBI gene (formerly Entrezgene);Acc:100042891]"
PEP,ENSMUSG00000096295,Defa2,100294660,"defensin, alpha, 2 [Source:MGI Symbol;Acc:MGI:94882]"
PEP,ENSMUSG00000096304,Gm16451,100043033,predicted pseudogene 16451 [Source:MGI Symbol;Acc:MGI:3647461]
PEP,ENSMUSG00000096320,Olfr1471,258231,olfactory receptor 1471 [Source:MGI Symbol;Acc:MGI:3031305]
PEP,ENSMUSG00000096323,Gm20767,639910,"predicted gene, 20767 [Source:MGI Symbol;Acc:MGI:5434123]"
PEP,ENSMUSG00000096333,Gm13871,667780,predicted gene 13871 [Source:MGI Symbol;Acc:MGI:3702126]
PEP,ENSMUSG00000096345,Esp16,100043300,exocrine gland secreted peptide 16 [Source:MGI Symbol;Acc:MGI:3782529]
PEP,ENSMUSG00000096348,Vmn1r250,100043037,vomeronasal 1 receptor 250 [Source:MGI Symbol;Acc:MGI:3704285]
PEP,ENSMUSG00000096372,Gm8138,105245737,predicted gene 8138 [Source:MGI Symbol;Acc:MGI:3647466]
PEP,ENSMUSG00000096373,Vmn2r31,100042591,"vomeronasal 2, receptor 31 [Source:MGI Symbol;Acc:MGI:3757688]"
PEP,ENSMUSG00000096374,Gm6664,626315,predicted gene 6664 [Source:MGI Symbol;Acc:MGI:3646403]
PEP,ENSMUSG00000096376,Gm14590,666135,predicted gene 14590 [Source:MGI Symbol;Acc:MGI:3705800]
PEP,ENSMUSG00000096377,Mir5123,100628614,microRNA 5123 [Source:MGI Symbol;Acc:MGI:4950448]
PEP,ENSMUSG00000096380,Gm19668,100503388,"predicted gene, 19668 [Source:MGI Symbol;Acc:MGI:5011853]"
PEP,ENSMUSG00000096399,Vmn2r35,625353,"vomeronasal 2, receptor 35 [Source:MGI Symbol;Acc:MGI:3646200]"
PEP,ENSMUSG00000096421,Gm10100,100502953,predicted gene 10100 [Source:MGI Symbol;Acc:MGI:3642388]
PEP,ENSMUSG00000096424,Olfr885,257885,olfactory receptor 885 [Source:MGI Symbol;Acc:MGI:3030719]
PEP,ENSMUSG00000096436,Olfr1437,258117,olfactory receptor 1437 [Source:MGI Symbol;Acc:MGI:3031271]
PEP,ENSMUSG00000096442,Taar8a,215859,trace amine-associated receptor 8A [Source:MGI Symbol;Acc:MGI:2685076]
PEP,ENSMUSG00000096445,Dcpp1,13184,demilune cell and parotid protein 1 [Source:MGI Symbol;Acc:MGI:105949]
PEP,ENSMUSG00000096457,Gm10147,100039324,predicted gene 10147 [Source:MGI Symbol;Acc:MGI:3710518]
PEP,ENSMUSG00000096467,Scgb2b19,545947,"secretoglobin, family 2B, member 19 [Source:MGI Symbol;Acc:MGI:3648809]"
PEP,ENSMUSG00000096468,Gm16405,625210,predicted gene 16405 [Source:MGI Symbol;Acc:MGI:3647662]
PEP,ENSMUSG00000096472,Cdkn2d,12581,cyclin dependent kinase inhibitor 2D [Source:MGI Symbol;Acc:MGI:105387]
PEP,ENSMUSG00000096481,Gm3250,100041281,predicted gene 3250 [Source:MGI Symbol;Acc:MGI:3781428]
PEP,ENSMUSG00000096485,Olfr1466,258689,olfactory receptor 1466 [Source:MGI Symbol;Acc:MGI:3031300]
PEP,ENSMUSG00000096508,Gm7903,666040,predicted gene 7903 [Source:MGI Symbol;Acc:MGI:3648697]
PEP,ENSMUSG00000096513,Vmn1r247,100043019,vomeronasal 1 receptor 247 [Source:MGI Symbol;Acc:MGI:3782351]
PEP,ENSMUSG00000096525,Gm2663,100040208,predicted gene 2663 [Source:MGI Symbol;Acc:MGI:3780832]
PEP,ENSMUSG00000096527,Gm6370,622924,predicted gene 6370 [Source:MGI Symbol;Acc:MGI:3779587]
PEP,ENSMUSG00000096530,Gm11758,545637,predicted gene 11758 [Source:MGI Symbol;Acc:MGI:3702099]
PEP,ENSMUSG00000096534,Krtap16-3,71369,keratin associated protein 16-3 [Source:MGI Symbol;Acc:MGI:1918619]
PEP,ENSMUSG00000096569,Amy2a2,100043688,amylase 2a2 [Source:MGI Symbol;Acc:MGI:3711220]
PEP,ENSMUSG00000096574,Gm2956,102640268,predicted gene 2956 [Source:MGI Symbol;Acc:MGI:3781134]
PEP,ENSMUSG00000096582,Gm13289,545647,predicted gene 13289 [Source:MGI Symbol;Acc:MGI:3701987]
PEP,ENSMUSG00000096591,Gm13272,545648,predicted gene 13272 [Source:MGI Symbol;Acc:MGI:3701968]
PEP,ENSMUSG00000096593,Vmn2r54,666085,"vomeronasal 2, receptor 54 [Source:MGI Symbol;Acc:MGI:3704110]"
PEP,ENSMUSG00000096596,Gm10591,100504239,predicted gene 10591 [Source:MGI Symbol;Acc:MGI:3711256]
PEP,ENSMUSG00000096601,Vmn1r260,667599,vomeronasal 1 receptor 260 [Source:MGI Symbol;Acc:MGI:3647550]
PEP,ENSMUSG00000096620,Gm5169,382277,predicted gene 5169 [Source:MGI Symbol;Acc:MGI:3804938]
PEP,ENSMUSG00000096629,Gm3383,100041515,predicted gene 3383 [Source:MGI Symbol;Acc:MGI:3781561]
PEP,ENSMUSG00000096640,Gm4312,100043247,predicted gene 4312 [Source:MGI Symbol;Acc:MGI:3782493]
PEP,ENSMUSG00000096641,Gm904,380845,predicted gene 904 [Source:MGI Symbol;Acc:MGI:2685750]
PEP,ENSMUSG00000096644,Magea1,17137,MAGE family member A1 [Source:MGI Symbol;Acc:MGI:1333834]
PEP,ENSMUSG00000096645,Spin2e,546176,"spindlin family, member 2E [Source:MGI Symbol;Acc:MGI:5434847]"
PEP,ENSMUSG00000096650,Gm20896,108168555,"predicted gene, 20896 [Source:MGI Symbol;Acc:MGI:5434252]"
PEP,ENSMUSG00000096658,Vmn2r39,545909,"vomeronasal 2, receptor 39 [Source:MGI Symbol;Acc:MGI:3704108]"
PEP,ENSMUSG00000096663,Vmn1r103,667129,vomeronasal 1 receptor 103 [Source:MGI Symbol;Acc:MGI:3647681]
PEP,ENSMUSG00000096664,Gm3409,100041566,predicted gene 3409 [Source:MGI Symbol;Acc:MGI:3781587]
PEP,ENSMUSG00000096666,Gm20852,100040786,"predicted gene, 20852 [Source:MGI Symbol;Acc:MGI:5434208]"
PEP,ENSMUSG00000096674,Mup15,100039150,major urinary protein 15 [Source:MGI Symbol;Acc:MGI:3780235]
PEP,ENSMUSG00000096679,Olfr498,258304,olfactory receptor 498 [Source:MGI Symbol;Acc:MGI:3030332]
PEP,ENSMUSG00000096682,Ifna5,15968,interferon alpha 5 [Source:MGI Symbol;Acc:MGI:107663]
PEP,ENSMUSG00000096686,Gm20830,108168638,"predicted gene, 20830 [Source:MGI Symbol;Acc:MGI:5434186]"
PEP,ENSMUSG00000096688,Mup17,100039206,major urinary protein 17 [Source:MGI Symbol;Acc:MGI:3705217]
PEP,ENSMUSG00000096691,Vmn2r33,624512,"vomeronasal 2, receptor 33 [Source:MGI Symbol;Acc:MGI:3757694]"
PEP,ENSMUSG00000096697,Esp23,100126779,exocrine gland secreted peptide 23 [Source:MGI Symbol;Acc:MGI:5295688]
PEP,ENSMUSG00000096700,Gm11236,100862015,predicted gene 11236 [Source:MGI Symbol;Acc:MGI:3702277]
PEP,ENSMUSG00000096705,Olfr1329,258214,olfactory receptor 1329 [Source:MGI Symbol;Acc:MGI:3031163]
PEP,ENSMUSG00000096708,Olfr1475,258298,olfactory receptor 1475 [Source:MGI Symbol;Acc:MGI:3031309]
PEP,ENSMUSG00000096717,Vmn2r98,224552,"vomeronasal 2, receptor 98 [Source:MGI Symbol;Acc:MGI:3647977]"
PEP,ENSMUSG00000096737,Vmn1r117,667262,vomeronasal 1 receptor 117 [Source:MGI Symbol;Acc:MGI:3648880]
PEP,ENSMUSG00000096738,Gm24317,115490097,"predicted gene, 24317 [Source:MGI Symbol;Acc:MGI:5454094]"
PEP,ENSMUSG00000096742,Gm6367,622894,predicted gene 6367 [Source:MGI Symbol;Acc:MGI:3704106]
PEP,ENSMUSG00000096743,Vmn2r32,22311,"vomeronasal 2, receptor 32 [Source:MGI Symbol;Acc:MGI:1316696]"
PEP,ENSMUSG00000096744,Gm4307,100043239,predicted gene 4307 [Source:MGI Symbol;Acc:MGI:3782487]
PEP,ENSMUSG00000096747,Olfr823,258668,olfactory receptor 823 [Source:MGI Symbol;Acc:MGI:3030657]
PEP,ENSMUSG00000096750,Gm11757,623272,predicted gene 11757 [Source:MGI Symbol;Acc:MGI:3702097]
PEP,ENSMUSG00000096757,Olfr251,258874,olfactory receptor 251 [Source:MGI Symbol;Acc:MGI:3030085]
PEP,ENSMUSG00000096760,Vmn1r248,100043025,vomeronasal 1 receptor 248 [Source:MGI Symbol;Acc:MGI:3782353]
PEP,ENSMUSG00000096761,Vmn1r245,435946,vomeronasal 1 receptor 245 [Source:MGI Symbol;Acc:MGI:3644395]
PEP,ENSMUSG00000096763,Rps12-ps13,665579,"ribosomal protein S12, pseudogene 13 [Source:MGI Symbol;Acc:MGI:3649140]"
PEP,ENSMUSG00000096766,Gm23793,115487549,"predicted gene, 23793 [Source:MGI Symbol;Acc:MGI:5453570]"
PEP,ENSMUSG00000096769,Gm21117,108168594,"predicted gene, 21117 [Source:MGI Symbol;Acc:MGI:5434472]"
PEP,ENSMUSG00000096770,Amy2a4,100043684,amylase 2a4 [Source:MGI Symbol;Acc:MGI:3711258]
PEP,ENSMUSG00000096775,Gm5796,545007,predicted gene 5796 [Source:MGI Symbol;Acc:MGI:3779522]
PEP,ENSMUSG00000096788,Rhox2e,100040016,reproductive homeobox 2E [Source:MGI Symbol;Acc:MGI:3770272]
PEP,ENSMUSG00000096813,Vmn1r126,100043013,vomeronasal 1 receptor 126 [Source:MGI Symbol;Acc:MGI:3782346]
PEP,ENSMUSG00000096819,Srsy,385550,"serine-rich, secreted, Y-linked [Source:MGI Symbol;Acc:MGI:3526567]"
PEP,ENSMUSG00000096820,Gm21425,100039014,"predicted gene, 21425 [Source:MGI Symbol;Acc:MGI:5434780]"
PEP,ENSMUSG00000096834,Gm15127,434866,predicted gene 15127 [Source:MGI Symbol;Acc:MGI:3711248]
PEP,ENSMUSG00000096840,Olfr136,258803,olfactory receptor 136 [Source:MGI Symbol;Acc:MGI:2177519]
PEP,ENSMUSG00000096854,Ifnz,319146,interferon zeta [Source:MGI Symbol;Acc:MGI:2448469]
PEP,ENSMUSG00000096859,Vmn1r176,546943,vomeronasal 1 receptor 176 [Source:MGI Symbol;Acc:MGI:3809206]
PEP,ENSMUSG00000096861,Vmn2r68,620697,"vomeronasal 2, receptor 68 [Source:MGI Symbol;Acc:MGI:3648297]"
PEP,ENSMUSG00000096867,Samt1c,625650,spermatogenesis associated multipass transmembrane protein 1c [Source:MGI Symbol;Acc:MGI:3710528]
PEP,ENSMUSG00000096871,Gm10665,100043058,predicted gene 10665 [Source:MGI Symbol;Acc:MGI:3642415]
PEP,ENSMUSG00000096872,Scgb2a2,102639117,"secretoglobin, family 2A, member 2 [Source:MGI Symbol;Acc:MGI:3780828]"
PEP,ENSMUSG00000096881,Gm20874,108168524,"predicted gene, 20874 [Source:MGI Symbol;Acc:MGI:5434230]"
PEP,ENSMUSG00000096896,Gm25244,115486249,"predicted gene, 25244 [Source:MGI Symbol;Acc:MGI:5455021]"
PEP,ENSMUSG00000096898,Gm20867,100041256,"predicted gene, 20867 [Source:MGI Symbol;Acc:MGI:5434223]"
PEP,ENSMUSG00000096902,Gm20843,108168524,"predicted gene, 20843 [Source:MGI Symbol;Acc:MGI:5434199]"
PEP,ENSMUSG00000096903,Vmn1r104,667135,vomeronasal 1 receptor 104 [Source:MGI Symbol;Acc:MGI:3644682]
PEP,ENSMUSG00000096914,Galntl6,270049,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 [Source:MGI Symbol;Acc:MGI:1913581]
PEP,ENSMUSG00000096915,Btbd35f6,100040781,"BTB domain containing 35, family member 6 [Source:MGI Symbol;Acc:MGI:3781142]"
PEP,ENSMUSG00000096981,Gm16845,100503652,"predicted gene, 16845 [Source:MGI Symbol;Acc:MGI:4439769]"
PEP,ENSMUSG00000097006,9530082P21Rik,638247,RIKEN cDNA 9530082P21 gene [Source:MGI Symbol;Acc:MGI:3603340]
PEP,ENSMUSG00000097044,4933433F19Rik,71314,RIKEN cDNA 4933433F19 gene [Source:MGI Symbol;Acc:MGI:1918564]
PEP,ENSMUSG00000097063,Pantr2,66620,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2 [Source:MGI Symbol;Acc:MGI:1913870]"
PEP,ENSMUSG00000097076,Platr7,442847,pluripotency associated transcript 7 [Source:MGI Symbol;Acc:MGI:3045387]
PEP,ENSMUSG00000097119,B230354K17Rik,105246278,RIKEN cDNA B230354K17 gene [Source:MGI Symbol;Acc:MGI:2443272]
PEP,ENSMUSG00000097166,9330179D12Rik,77558,RIKEN cDNA 9330179D12 gene [Source:MGI Symbol;Acc:MGI:1924808]
PEP,ENSMUSG00000097171,Gm17644,329096,"predicted gene, 17644 [Source:MGI Symbol;Acc:MGI:4937278]"
PEP,ENSMUSG00000097184,4632428C04Rik,100043102,RIKEN cDNA 4632428C04 gene [Source:MGI Symbol;Acc:MGI:1921600]
PEP,ENSMUSG00000097216,4932441J04Rik,319216,RIKEN cDNA 4932441J04 gene [Source:MGI Symbol;Acc:MGI:2441691]
PEP,ENSMUSG00000097228,Gm26597,108169082,"predicted gene, 26597 [Source:MGI Symbol;Acc:MGI:5477091]"
PEP,ENSMUSG00000097276,4930525G20Rik,320163,RIKEN cDNA 4930525G20 gene [Source:MGI Symbol;Acc:MGI:2443505]
PEP,ENSMUSG00000097326,A330048O09Rik,320315,RIKEN cDNA A330048O09 gene [Source:MGI Symbol;Acc:MGI:2443792]
PEP,ENSMUSG00000097328,Tnfsf12,21944,"tumor necrosis factor (ligand) superfamily, member 12 [Source:MGI Symbol;Acc:MGI:1196259]"
PEP,ENSMUSG00000097360,9430065F17Rik,77857,RIKEN cDNA 9430065F17 gene [Source:MGI Symbol;Acc:MGI:1924606]
PEP,ENSMUSG00000097398,Platr5,78650,pluripotency associated transcript 5 [Source:MGI Symbol;Acc:MGI:1925900]
PEP,ENSMUSG00000097427,Gm6763,627488,predicted gene 6763 [Source:MGI Symbol;Acc:MGI:3643573]
PEP,ENSMUSG00000097429,Gm26520,105244630,"predicted gene, 26520 [Source:MGI Symbol;Acc:MGI:5477014]"
PEP,ENSMUSG00000097466,D430036J16Rik,319405,RIKEN cDNA D430036J16 gene [Source:MGI Symbol;Acc:MGI:2441977]
PEP,ENSMUSG00000097482,Gm17634,100504568,"predicted gene, 17634 [Source:MGI Symbol;Acc:MGI:4937268]"
PEP,ENSMUSG00000097486,Gm17733,100503783,"predicted gene, 17733 [Source:MGI Symbol;Acc:MGI:4937367]"
PEP,ENSMUSG00000097503,3110045C21Rik,67303,RIKEN cDNA 3110045C21 gene [Source:MGI Symbol;Acc:MGI:1914553]
PEP,ENSMUSG00000097522,Gm26844,102638947,"predicted gene, 26844 [Source:MGI Symbol;Acc:MGI:5477338]"
PEP,ENSMUSG00000097538,Gm26939,319210,"predicted gene, 26939 [Source:MGI Symbol;Acc:MGI:5504054]"
PEP,ENSMUSG00000097550,Gm21304,100861891,"predicted gene, 21304 [Source:MGI Symbol;Acc:MGI:5434659]"
PEP,ENSMUSG00000097587,4930578M01Rik,75951,RIKEN cDNA 4930578M01 gene [Source:MGI Symbol;Acc:MGI:1923201]
PEP,ENSMUSG00000097633,Gm16617,100502764,"predicted gene, 16617 [Source:MGI Symbol;Acc:MGI:4439541]"
PEP,ENSMUSG00000097651,4930461G14Rik,74879,RIKEN cDNA 4930461G14 gene [Source:MGI Symbol;Acc:MGI:1922129]
PEP,ENSMUSG00000097691,9030616G12Rik,77699,RIKEN cDNA 9030616G12 gene [Source:MGI Symbol;Acc:MGI:1924949]
PEP,ENSMUSG00000097697,4833412C05Rik,73904,RIKEN cDNA 4833412C05 gene [Source:MGI Symbol;Acc:MGI:1921154]
PEP,ENSMUSG00000097748,Gm26533,115488895,"predicted gene, 26533 [Source:MGI Symbol;Acc:MGI:5477027]"
PEP,ENSMUSG00000097878,Gm8764,667692,predicted gene 8764 [Source:MGI Symbol;Acc:MGI:3643666]
PEP,ENSMUSG00000097886,Gsg1l2,544792,GSG1-like 2 [Source:MGI Symbol;Acc:MGI:3650209]
PEP,ENSMUSG00000097901,Gm26680,115488285,"predicted gene, 26680 [Source:MGI Symbol;Acc:MGI:5477174]"
PEP,ENSMUSG00000097962,1700034G24Rik,67325,RIKEN cDNA 1700034G24 gene [Source:MGI Symbol;Acc:MGI:1914575]
PEP,ENSMUSG00000097972,Scgb2b15,624439,"secretoglobin, family 2B, member 15 [Source:MGI Symbol;Acc:MGI:3644904]"
PEP,ENSMUSG00000097982,Scgb2b12,668379,"secretoglobin, family 2B, member 12 [Source:MGI Symbol;Acc:MGI:3645177]"
PEP,ENSMUSG00000098008,A930001A20Rik,77127,RIKEN cDNA A930001A20 gene [Source:MGI Symbol;Acc:MGI:1924377]
PEP,ENSMUSG00000098015,,625558,predicted gene 6600 [Source:NCBI gene (formerly Entrezgene);Acc:625558]
PEP,ENSMUSG00000098094,Scgb2b17,624584,"secretoglobin, family 2B, member 17 [Source:MGI Symbol;Acc:MGI:3647697]"
PEP,ENSMUSG00000098128,Gm3693,100042143,predicted gene 3693 [Source:MGI Symbol;Acc:MGI:3781869]
PEP,ENSMUSG00000098207,Arl14,71619,ADP-ribosylation factor-like 14 [Source:MGI Symbol;Acc:MGI:1918869]
PEP,ENSMUSG00000098230,1700095B10Rik,67360,RIKEN cDNA 1700095B10 gene [Source:MGI Symbol;Acc:MGI:1914610]
PEP,ENSMUSG00000098247,Mir7220,102465703,microRNA 7220 [Source:MGI Symbol;Acc:MGI:5530711]
PEP,ENSMUSG00000098252,Mir6361,102465186,microRNA 6361 [Source:MGI Symbol;Acc:MGI:5530994]
PEP,ENSMUSG00000098253,Mir7219,102465702,microRNA 7219 [Source:MGI Symbol;Acc:MGI:5530995]
PEP,ENSMUSG00000098258,Mir6369,102465191,microRNA 6369 [Source:MGI Symbol;Acc:MGI:5530997]
PEP,ENSMUSG00000098261,Gm27521,115490036,"predicted gene, 27521 [Source:MGI Symbol;Acc:MGI:5530903]"
PEP,ENSMUSG00000098263,Mir6938,102466769,microRNA 6938 [Source:MGI Symbol;Acc:MGI:5530901]
PEP,ENSMUSG00000098264,Mir6414,102465225,microRNA 6414 [Source:MGI Symbol;Acc:MGI:5530900]
PEP,ENSMUSG00000098273,Mir6346,102465176,microRNA 6346 [Source:MGI Symbol;Acc:MGI:5531211]
PEP,ENSMUSG00000098279,Mir6908,102466762,microRNA 6908 [Source:MGI Symbol;Acc:MGI:5531209]
PEP,ENSMUSG00000098280,Mir7687,102466849,microRNA 7687 [Source:MGI Symbol;Acc:MGI:5530955]
PEP,ENSMUSG00000098282,Mir6936,102465565,microRNA 6936 [Source:MGI Symbol;Acc:MGI:5530956]
PEP,ENSMUSG00000098285,Mir7670,102466843,microRNA 7670 [Source:MGI Symbol;Acc:MGI:5531089]
PEP,ENSMUSG00000098286,Mir8091,102465884,microRNA 8091 [Source:MGI Symbol;Acc:MGI:5530957]
PEP,ENSMUSG00000098287,Mir6355,102465182,microRNA 6355 [Source:MGI Symbol;Acc:MGI:5530855]
